Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating ,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
1237,64,Female,Skirt,Clothing,93,Pennsylvania,M,Peach,Fall,3.4,No,Free Shipping,No,26,Credit Card,Monthly
1238,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,23,Credit Card,Fortnightly
1239,33,Male,Belt,Accessories,92,Montana,M,Peach,Winter,4.6,No,2-Day Shipping,Yes,23,Bank Transfer,Quarterly
1240,68,Female,Sunglasses,Accessories,61,Missouri,L,Black,Winter,4,No,Store Pickup,No,36,Credit Card,Quarterly
1241,21,Female,T-shirt,Clothing,86,Oklahoma,M,Red,Winter,2.6,No,Express,No,28,Venmo,Bi-Weekly
1242,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,39,Bank Transfer,Bi-Weekly
1243,31,Female,Boots,Footwear,47,Tennessee,L,Yellow,Fall,3.6,No,2-Day Shipping,No,22,Venmo,Weekly
1244,61,Female,Shirt,Clothing,0,Chicago,S,Red,Spring,0,No,Express,No,0,Cash,Quarterly
1245,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,36,Debit Card,Bi-Weekly
1246,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly
1247,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,Annually
1248,63,Female,Sandals,Footwear,39,Kansas,S,White,Winter,3.5,No,Next Day Air,No,5,Credit Card,Fortnightly
1249,51,Female,Bag,Clothing,0,Houston,S,Red,Spring,4,No,Express,No,17,Debit Card,Quarterly
1250,37,Male,Phone,Electronics,0,Chicago,,Black,Winter,0,No,Express,Yes,0,Cash,Quarterly
1251,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,14,Venmo,Monthly
1252,46,Male,Laptop,Clothing,356.1,New York,M,Black,Autumn,0,No,Express,Yes,32,Debit Card,Monthly
1253,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,9,Cash,Bi-Weekly
1254,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly
1255,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3,No,Standard,No,29,Debit Card,Quarterly
1256,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly
1257,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,37,PayPal,Quarterly
1258,22,Female,Bag,Electronics,0,Phoenix,,Black,Winter,0,No,Standard,Yes,39,Credit Card,Weekly
1259,31,Female,Bag,Clothing,0,Los Angeles,M,White,Autumn,4,Yes,Standard,No,0,Credit Card,Quarterly
1260,53,Other,Laptop,Clothing,684.07,Chicago,L,Blue,Spring,5,Yes,Standard,Yes,0,Cash,Quarterly
1261,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,31,PayPal,Quarterly
1262,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually
1263,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5,No,Express,No,20,Debit Card,Monthly
1264,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,7,Venmo,Fortnightly
1265,63,Male,Headphones,Clothing,722.83,Houston,M,Black,Winter,0,No,Standard,Yes,0,PayPal,Quarterly
1266,61,Other,Shoes,Clothing,1282.12,Chicago,M,Black,Autumn,0,No,Standard,Yes,0,Debit Card,Quarterly
1267,41,Female,Phone,Electronics,0,New York,,Red,Spring,0,No,Standard,No,0,PayPal,Monthly
1268,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,9,Cash,Weekly
1269,39,Female,Shoes,Clothing,0,Phoenix,S,Black,Summer,0,Yes,Standard,Yes,0,Cash,Monthly
1270,43,Male,Scarf,Accessories,94,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,23,PayPal,Fortnightly
1271,63,Female,Blouse,Clothing,48,Connecticut,L,Turquoise,Fall,3.4,No,Next Day Air,No,26,Bank Transfer,Annually
1272,70,Male,Belt,Accessories,44,North Dakota,S,Gold,Fall,2.7,No,Standard,Yes,44,Credit Card,Quarterly
1273,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,Yes,Next Day Air,Yes,7,Debit Card,Monthly
1274,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,16,Bank Transfer,Fortnightly
1275,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,44,Venmo,Bi-Weekly
1276,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,46,Venmo,Every 3 Months
1277,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,24,Cash,Monthly
1278,18,Male,Jacket,Outerwear,22,Florida,M,Green,Fall,2.9,Yes,Store Pickup,Yes,16,Debit Card,Weekly
1279,18,Female,Dress,Clothing,100,Oklahoma,S,Turquoise,Winter,4.4,No,Next Day Air,No,2,PayPal,Annually
1280,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,21,Debit Card,Fortnightly
1281,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,0,No,Express,Yes,18,Venmo,Bi-Weekly
1282,46,Female,Belt,Accessories,33,New Jersey,L,Green,Spring,2.9,No,Standard,No,24,Venmo,Quarterly
1283,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,25,PayPal,Fortnightly
1284,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually
1285,43,Female,Backpack,Accessories,77,Kentucky,M,Maroon,Spring,3.6,No,Free Shipping,No,3,Cash,Fortnightly
1286,51,Female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,8,Credit Card,Annually
1287,65,Female,Socks,Clothing,80,Connecticut,M,Peach,Fall,3.1,No,Next Day Air,No,36,PayPal,Weekly
1288,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,48,PayPal,Every 3 Months
1289,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,0,Yes,Free Shipping,Yes,14,Credit Card,Every 3 Months
1290,59,Male,Jeans,Clothing,83,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,5,PayPal,Monthly
1291,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,5,Venmo,Weekly
1292,20,Other,Watch,Electronics,0,Los Angeles,,Red,Winter,0,No,Express,No,3,Cash,Quarterly
1293,63,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,No,Next Day Air,No,5,Cash,Annually
1294,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,33,Debit Card,Annually
1295,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly
1296,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,Bank Transfer,Monthly
1297,29,Female,Socks,Clothing,70,New York,M,Cyan,Fall,4.9,No,Express,No,39,Bank Transfer,Quarterly
1298,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,Fortnightly
1299,52,Female,T-shirt,Clothing,43,Kansas,L,Lavender,Summer,4.5,No,Standard,No,44,Debit Card,Fortnightly
1300,63,Female,Shirt,Clothing,0,Phoenix,XL,Green,Summer,2,Yes,Standard,Yes,0,Credit Card,Monthly
1301,59,Male,Pants,Clothing,47,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,10,Venmo,Fortnightly
1302,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,21,Venmo,Every 3 Months
1303,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,49,Credit Card,Annually
1304,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,31,Cash,Monthly
1305,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,50,Venmo,Bi-Weekly
1306,42,Male,Hat,Accessories,37,Alaska,L,Teal,Spring,4.8,No,Free Shipping,No,45,PayPal,Bi-Weekly
1307,60,Male,Belt,Accessories,63,Iowa,S,Black,Fall,3.8,No,Express,Yes,25,Cash,Quarterly
1308,66,Other,Headphones,Accessories,1311.16,Los Angeles,S,White,Autumn,5,No,Express,Yes,22,Debit Card,Weekly
1309,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,17,Debit Card,Monthly
1310,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,35,Credit Card,Bi-Weekly
1311,46,Female,Dress,Clothing,45,Washington,M,Gray,Summer,4.7,No,Free Shipping,No,42,Credit Card,Bi-Weekly
1312,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,16,Debit Card,Every 3 Months
1313,21,Other,Headphones,Accessories,1493.56,New York,S,Green,Autumn,0,No,Express,Yes,9,Credit Card,Quarterly
1314,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,28,Venmo,Every 3 Months
1315,24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,4.5,Yes,Standard,Yes,29,Cash,Monthly
1316,51,Female,Shirt,Electronics,336.09,New York,,White,Autumn,0,No,Express,Yes,0,PayPal,Monthly
1317,49,Male,Coat,Outerwear,96,Mississippi,M,Red,Winter,4,No,Store Pickup,Yes,11,PayPal,Bi-Weekly
1317,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,0,No,2-Day Shipping,Yes,8,Debit Card,Annually
1318,70,Other,Shirt,Clothing,1352.6,New York,M,Black,Autumn,4,No,Express,Yes,0,Debit Card,Weekly
1319,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,18,Bank Transfer,Weekly
1320,20,Male,Headphones,Accessories,732.58,New York,M,Red,Autumn,0,Yes,Standard,Yes,0,Cash,Monthly
1321,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3,No,Free Shipping,No,34,Credit Card,Annually
1322,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,34,Cash,Quarterly
1323,48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,Standard,No,11,Bank Transfer,Annually
1324,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,50,Debit Card,Fortnightly
1325,46,Male,Pants,Clothing,70,Delaware,M,Red,Spring,2.5,No,Next Day Air,No,39,Venmo,Quarterly
1326,46,Male,Shoes,Clothing,991.93,New York,S,Red,Winter,0,No,Standard,Yes,8,Debit Card,Monthly
1327,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,14,Venmo,Bi-Weekly
1328,58,Male,Gloves,Accessories,88,South Dakota,M,Gold,Fall,2.9,No,Express,No,14,Bank Transfer,Monthly
1329,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,26,Bank Transfer,Annually
1330,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5,No,Store Pickup,No,25,Bank Transfer,Quarterly
1331,31,Other,Watch,Accessories,183.76,New York,M,Red,Autumn,2,No,Express,No,26,Credit Card,Weekly
1332,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,18,Venmo,Every 3 Months
1333,48,Female,Belt,Accessories,47,Kentucky,M,Lavender,Fall,4.3,No,Express,No,29,Debit Card,Monthly
1334,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,7,Cash,Annually
1335,25,Other,Headphones,Accessories,1459.59,Houston,L,Black,Spring,0,Yes,Express,Yes,0,Debit Card,Monthly
1336,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually
1337,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Free Shipping,No,11,Cash,Weekly
1338,30,Female,Laptop,Electronics,822.03,Los Angeles,,Red,Summer,0,No,Express,Yes,0,Debit Card,Weekly
1339,31,Male,Sunglasses,Accessories,71,Delaware,M,Orange,Fall,4.3,No,Next Day Air,Yes,1,Cash,Every 3 Months
1340,28,Male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,28,Debit Card,Fortnightly
1341,47,Male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,22,Venmo,Monthly
1342,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,6,Debit Card,Annually
1343,20,Male,Belt,Accessories,98,Alaska,L,Lavender,Spring,3.4,No,Express,No,25,Cash,Every 3 Months
1344,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,12,PayPal,Bi-Weekly
1345,43,Male,Shirt,Clothing,0,Chicago,S,White,Summer,0,No,Express,No,13,Cash,Monthly
1346,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5,No,Express,No,28,Credit Card,Bi-Weekly
1347,55,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,45,Cash,Quarterly
1348,59,Other,Watch,Accessories,0,Phoenix,L,Red,Spring,0,Yes,Express,No,0,PayPal,Quarterly
1349,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,No,2-Day Shipping,No,18,Venmo,Monthly
1350,25,Male,Pants,Clothing,83,New Mexico,M,Turquoise,Spring,3.3,No,Standard,No,4,Bank Transfer,Every 3 Months
1351,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,No,Free Shipping,No,30,PayPal,Annually
1352,25,Female,Sneakers,Footwear,92,Mississippi,XL,Pink,Winter,4.1,No,Express,No,29,PayPal,Fortnightly
1353,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,22,PayPal,Monthly
1354,32,Male,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,No,Standard,No,8,Debit Card,Monthly
1355,24,Female,Shoes,Footwear,40,Alabama,S,Blue,Spring,3.1,No,Express,No,48,Debit Card,Quarterly
1356,58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5,No,2-Day Shipping,No,38,PayPal,Every 3 Months
1357,59,Female,Shirt,Electronics,591.76,New York,,White,Winter,3,No,Standard,No,4,Credit Card,Quarterly
1358,56,Male,Dress,Clothing,75,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,36,PayPal,Monthly
1359,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,9,Debit Card,Fortnightly
1360,68,Male,Hat,Accessories,75,Delaware,L,Yellow,Fall,4.7,No,Express,Yes,5,Cash,Every 3 Months
1361,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,16,PayPal,Fortnightly
1362,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,30,PayPal,Quarterly
1363,45,Other,Phone,Accessories,992.57,Phoenix,L,Black,Spring,0,No,Standard,No,0,PayPal,Weekly
1364,68,Female,Shoes,Footwear,59,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,42,Cash,Every 3 Months
1365,32,Female,Shirt,Clothing,89,Oklahoma,L,Lavender,Fall,3,No,Standard,No,13,Cash,Weekly
1366,28,Female,Bag,Electronics,551.22,Los Angeles,,Blue,Winter,0,Yes,Standard,Yes,32,Cash,Monthly
1367,66,Male,Laptop,Accessories,0,Phoenix,M,Red,Autumn,3,No,Standard,No,0,PayPal,Monthly
1368,23,Female,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,No,2-Day Shipping,No,45,Bank Transfer,Bi-Weekly
1369,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,17,Debit Card,Bi-Weekly
1370,36,Male,Shirt,Clothing,949.74,Houston,L,White,Spring,4,Yes,Express,No,0,Cash,Quarterly
1371,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,20,Debit Card,Bi-Weekly
1371,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,5,PayPal,Weekly
1372,30,Male,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,No,2-Day Shipping,Yes,28,Bank Transfer,Quarterly
1373,56,Male,Shirt,Electronics,0,Phoenix,,White,Autumn,1,No,Express,Yes,0,Debit Card,Monthly
1374,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,Quarterly
1375,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,13,Credit Card,Monthly
1376,33,Female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,3,Debit Card,Bi-Weekly
1377,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,Annually
1378,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly
1379,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,23,Debit Card,Monthly
1380,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,43,Venmo,Monthly
1381,28,Female,Hoodie,Clothing,83,South Carolina,M,Charcoal,Spring,4.3,No,Standard,No,44,Cash,Fortnightly
1382,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,No,2-Day Shipping,No,40,Venmo,Bi-Weekly
1383,52,Male,Bag,Accessories,0,Los Angeles,L,Black,Winter,4,Yes,Standard,No,0,Credit Card,Quarterly
1384,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,34,Bank Transfer,Monthly
1385,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4,No,Standard,No,1,Bank Transfer,Weekly
1386,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,No,Standard,No,37,Venmo,Monthly
1387,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Standard,No,16,Debit Card,Fortnightly
1388,23,Female,Hat,Accessories,83,Maine,M,Green,Spring,2.8,No,2-Day Shipping,No,22,PayPal,Fortnightly
1389,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Bi-Weekly
1390,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,27,PayPal,Every 3 Months
1391,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,29,Cash,Annually
1392,50,Male,Bag,Clothing,0,New York,L,Black,Winter,5,No,Standard,No,13,Cash,Monthly
1393,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,40,Debit Card,Annually
1394,37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Express,No,21,Debit Card,Every 3 Months
1395,54,Male,Boots,Footwear,89,West Virginia,L,Red,Winter,4,Yes,Next Day Air,Yes,22,Venmo,Bi-Weekly
1396,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly
1397,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,27,Credit Card,Weekly
1398,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,Weekly
1399,52,Female,Sneakers,Footwear,91,Missouri,M,Brown,Spring,2.5,No,Next Day Air,No,11,Debit Card,Fortnightly
1400,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,6,Credit Card,Annually
1401,21,Other,Headphones,Accessories,1006.01,Los Angeles,S,Green,Winter,0,No,Standard,Yes,50,Debit Card,Monthly
1402,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,47,Bank Transfer,Fortnightly
1403,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,13,PayPal,Weekly
1404,33,Female,Headphones,Clothing,0,Phoenix,L,White,Autumn,1,Yes,Express,No,0,Debit Card,Weekly
1405,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,No,41,Credit Card,Quarterly
1406,60,Female,Shoes,Electronics,0,Phoenix,,Red,Autumn,3,No,Express,Yes,0,Cash,Weekly
1407,23,Female,Shorts,Clothing,20,Maryland,L,Cyan,Summer,3.3,No,2-Day Shipping,No,46,Credit Card,Monthly
1408,61,Male,Shoes,Electronics,835.52,Los Angeles,,Blue,Autumn,5,No,Standard,No,5,Debit Card,Monthly
1409,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,44,Cash,Every 3 Months
1410,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly
1411,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,0,No,Free Shipping,Yes,28,Debit Card,Annually
1412,58,Female,Sunglasses,Accessories,53,New York,L,Black,Winter,4.8,No,Standard,No,14,Debit Card,Fortnightly
1413,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,41,Credit Card,Every 3 Months
1414,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,Monthly
1415,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly
1416,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,46,PayPal,Quarterly
1417,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,39,PayPal,Bi-Weekly
1418,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Standard,No,13,Venmo,Annually
1419,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,50,Debit Card,Quarterly
1420,41,Male,Hoodie,Clothing,93,Nevada,M,White,Spring,3.7,No,2-Day Shipping,No,32,Venmo,Fortnightly
1421,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,2-Day Shipping,No,32,PayPal,Every 3 Months
1422,59,Female,Shirt,Electronics,0,Los Angeles,,Red,Summer,0,Yes,Express,Yes,39,PayPal,Monthly
1423,52,Male,T-shirt,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,38,Credit Card,Quarterly
1424,38,Male,Shorts,Clothing,72,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,5,Debit Card,Monthly
1425,52,Female,Sunglasses,Accessories,91,West Virginia,L,White,Spring,3,No,Next Day Air,No,8,Cash,Monthly
1426,45,Female,Phone,Clothing,728.44,New York,L,Blue,Spring,0,Yes,Express,Yes,42,Cash,Monthly
1427,69,Female,Blouse,Clothing,98,Mississippi,L,Teal,Fall,3.5,No,Express,No,32,Venmo,Quarterly
1428,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,1,PayPal,Annually
1429,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,47,Bank Transfer,Every 3 Months
1430,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,5,Cash,Annually
1431,20,Male,Coat,Outerwear,28,Maine,L,Yellow,Winter,4.6,No,Express,No,1,Credit Card,Every 3 Months
1432,37,Other,Headphones,Clothing,1025.56,Phoenix,S,Black,Spring,5,No,Express,No,0,Cash,Weekly
1433,31,Male,Socks,Clothing,36,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,7,Credit Card,Fortnightly
1434,65,Male,Shoes,Accessories,598.48,Chicago,S,Black,Autumn,0,No,Standard,No,38,Cash,Monthly
1435,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,No,2-Day Shipping,No,44,Debit Card,Every 3 Months
1436,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,28,Credit Card,Fortnightly
1437,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3,Yes,Express,Yes,29,Venmo,Fortnightly
1438,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,Yes,Free Shipping,Yes,12,Cash,Fortnightly
1439,54,Male,Watch,Clothing,1436.38,New York,S,Green,Autumn,0,No,Express,Yes,18,Cash,Quarterly
1440,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Standard,No,43,PayPal,Bi-Weekly
1441,33,Male,Dress,Clothing,79,West Virginia,L,Brown,Winter,4.7,Yes,Store Pickup,Yes,45,Venmo,Monthly
1442,58,Male,Jeans,Clothing,36,Maine,S,Lavender,Winter,4,No,Store Pickup,No,28,Credit Card,Annually
1443,56,Male,Shoes,Footwear,83,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,10,Bank Transfer,Every 3 Months
1444,63,Male,Handbag,Accessories,47,North Carolina,M,Magenta,Spring,2.5,No,Express,No,15,Bank Transfer,Monthly
1445,24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,No,Free Shipping,No,14,Debit Card,Weekly
1446,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,23,Debit Card,Annually
1447,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,43,Debit Card,Fortnightly
1448,55,Male,Sunglasses,Accessories,22,Louisiana,M,Turquoise,Winter,3.8,No,Next Day Air,No,27,Venmo,Quarterly
1449,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4,Yes,Standard,Yes,21,Credit Card,Bi-Weekly
1450,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,32,Cash,Monthly
1451,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,No,Next Day Air,No,5,Debit Card,Monthly
1452,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,No,Next Day Air,No,42,PayPal,Every 3 Months
